run_time_utc,dataset,rows_used_from_100k,target_definition,categorical_cols,numeric_cols,model,AUC_ROC,AUC_PR,saved_model_path
2026-02-26T13:32:37.976747,liberatoratif/UK-Counties,54117,"Binary: 1=Violence and sexual offences, 0=Public order","Month,Location,Last_outcome_category","Longitude,Latitude",LogisticRegression,0.6172698344548451,0.7842550678323783,/content/drive/MyDrive/7006SCN_UK_Counties/models/LogisticRegression_20260226_133233
2026-02-26T13:33:39.625446,liberatoratif/UK-Counties,54117,"Binary: 1=Violence and sexual offences, 0=Public order","Month,Location,Last_outcome_category","Longitude,Latitude",RandomForest,0.63575670615918,0.7954931761920535,/content/drive/MyDrive/7006SCN_UK_Counties/models/RandomForest_20260226_133334
2026-02-26T13:34:11.883473,liberatoratif/UK-Counties,54117,"Binary: 1=Violence and sexual offences, 0=Public order","Month,Location,Last_outcome_category","Longitude,Latitude",DecisionTree,0.5877651473833843,0.7737510761520723,/content/drive/MyDrive/7006SCN_UK_Counties/models/DecisionTree_20260226_133407
2026-02-26T13:41:51.324762,liberatoratif/UK-Counties,54117,"Binary: 1=Violence and sexual offences, 0=Public order","Month,Location,Last_outcome_category","Longitude,Latitude",GradientBoostedTrees,0.6356313571858963,0.7972183970289018,/content/drive/MyDrive/7006SCN_UK_Counties/models/GradientBoostedTrees_20260226_134146
2026-02-26T13:32:37.976747,liberatoratif/UK-Counties,54117,"Binary: 1=Violence and sexual offences, 0=Public order","Month,Location,Last_outcome_category","Longitude,Latitude",LogisticRegression,0.6172698344548451,0.7842550678323783,/content/drive/MyDrive/7006SCN_UK_Counties/models/LogisticRegression_20260226_133233
2026-02-26T13:33:39.625446,liberatoratif/UK-Counties,54117,"Binary: 1=Violence and sexual offences, 0=Public order","Month,Location,Last_outcome_category","Longitude,Latitude",RandomForest,0.63575670615918,0.7954931761920535,/content/drive/MyDrive/7006SCN_UK_Counties/models/RandomForest_20260226_133334
2026-02-26T13:34:11.883473,liberatoratif/UK-Counties,54117,"Binary: 1=Violence and sexual offences, 0=Public order","Month,Location,Last_outcome_category","Longitude,Latitude",DecisionTree,0.5877651473833843,0.7737510761520723,/content/drive/MyDrive/7006SCN_UK_Counties/models/DecisionTree_20260226_133407
2026-02-26T13:41:51.324762,liberatoratif/UK-Counties,54117,"Binary: 1=Violence and sexual offences, 0=Public order","Month,Location,Last_outcome_category","Longitude,Latitude",GradientBoostedTrees,0.6356313571858963,0.7972183970289018,/content/drive/MyDrive/7006SCN_UK_Counties/models/GradientBoostedTrees_20260226_134146
